official_id,prcp (mm/day),high_prcp_freq (fraction),low_prcp_freq (fraction),high_prcp_duration (days),low_prcp_duration (days),tmax (degrees c),tmin (degrees c),vp (pa),pet (mm/day),swe (kg/m2),srad (w/m2),dayl (s),region,drainage_area_km2,centroid_lon_deg_e,centroid_lat_deg_n,logk_ice_x100,porosity_x100,land_use_forest_frac_2010,land_use_shrubs_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_crops_frac_2010,land_use_urban_frac_2010,land_use_water_frac_2010,land_use_snow_ice_frac_2010,lulc_check_2010,land_use_forest_frac_2015,land_use_shrubs_frac_2015,land_use_grass_frac_2015,land_use_wetland_frac_2015,land_use_crops_frac_2015,land_use_urban_frac_2015,land_use_water_frac_2015,land_use_snow_ice_frac_2015,lulc_check_2015,land_use_forest_frac_2020,land_use_shrubs_frac_2020,land_use_grass_frac_2020,land_use_wetland_frac_2020,land_use_crops_frac_2020,land_use_urban_frac_2020,land_use_water_frac_2020,land_use_snow_ice_frac_2020,lulc_check_2020,slope_deg,aspect_deg,elevation_m,n_daymet_concurrent_hyd_years,mean_annual_uar_hyd,mean_annual_log_uar_hyd,median_annual_uar_hyd,median_annual_log_uar_hyd,stdev_annual_uar_hyd,stdev_annual_log_uar_hyd,mad_annual_uar_hyd,mad_annual_log_uar_hyd,min_nonzero_uar,max_uar,min_nonzero_discharge,max_discharge,active
05BJ005,1.906000018119812,0.0544,0.6951,1.455,5.079,7.8544674,-4.7343655,490.8826,1.9999547,70.13582,287.72064,43200.184,ERK,1225.4,-114.688940785816,50.8907096530105,-1441.69,10.51121,0.45,0.06,0.25,0.01,0.19,0.03,0.01,0.0,0.0,0.45,0.06,0.25,0.01,0.19,0.03,0.01,0.0,0.0,0.36,0.2,0.32,0.02,0.06,0.03,0.01,0.0,-2.2204460492503086e-16,12.554658,61.3336409719327,1682.0446,0,7.970558643341064,1.6874589920043943,4.549180507659912,1.5149470567703247,9.169196128845217,0.8215164542198181,5.925117492675781,0.6646074056625366,0.1622950881719589,163.11476135253906,0.1979999989271164,199.0,False
05BJ006,2.3919999599456787,0.0592,0.6884,1.508,4.969,5.3573833,-6.5991526,443.49445,1.8703328,141.85068,300.84448,43200.18,ERK,439.2,-114.910957877233,50.7576285282977,-1532.76,18.31318,0.5,0.04,0.43,0.01,0.01,0.0,0.0,0.0,0.01,0.5,0.04,0.44,0.01,0.01,0.0,0.0,0.0,0.0,0.43,0.06,0.48,0.01,0.02,0.0,0.0,0.0,0.0,21.999058,58.1877811674961,2105.6543,0,13.221357345581056,2.2340426445007324,8.100686073303223,2.091948747634888,14.56581211090088,0.7594888210296631,9.34598445892334,0.6189939379692078,2.6315789222717285,240.27459716796875,1.149999976158142,105.0,False
05BJ010,1.9270000457763672,0.0544,0.6948,1.457,5.081,7.760351,-4.8099675,489.07593,1.9944617,72.05969,288.17163,43200.18,ERK,1192.4,-114.703844485255,50.8881196043458,-1448.15,10.80185,0.47,0.05,0.25,0.01,0.19,0.02,0.0,0.0,0.01,0.46,0.06,0.26,0.01,0.19,0.02,0.0,0.0,0.0,0.37,0.2,0.32,0.02,0.06,0.03,0.0,0.0,-2.2204460492503086e-16,12.850412,61.8608402511273,1697.557,16,7.9946136474609375,1.7242263555526731,4.708507537841797,1.5493710041046145,13.358023643493652,0.7277721762657166,5.606473922729492,0.5710694193840027,0.6062203049659729,584.3594360351562,0.7210000157356262,695.0,True
05BK001,1.5399999618530271,0.0552,0.7364,1.441,5.857,9.804225,-3.2985182,530.7107,2.1006138,15.36232,277.4112,43200.184,ERK,259.9,-114.489687905741,50.879691174813,-1197.55,1.63274,0.54,0.1,0.11,0.02,0.22,0.0,0.0,0.0,0.01,0.54,0.1,0.11,0.01,0.23,0.0,0.0,0.0,0.01,0.32,0.52,0.13,0.01,0.02,0.0,0.0,0.0,0.0,5.5525546,59.0263843378142,1346.402,0,3.135642766952514,-0.3045366108417511,0.8713783621788025,-0.1376789957284927,8.924744606018066,2.073199987411499,3.605433940887451,1.4917230606079102,0.0003838670963887,760.0569458007812,9.999999747378752e-05,198.0,True
05BL012,1.7230000495910645,0.0549,0.7161,1.426,5.5,8.703137,-4.0167522,512.06036,2.0475469,41.537064,284.18588,43200.18,ERK,1492.6,-114.478531588377,50.6941620031132,-1466.9,9.25091,0.46,0.06,0.14,0.01,0.32,0.01,0.0,0.0,0.0,0.45,0.06,0.14,0.01,0.33,0.01,0.0,0.0,0.0,0.38,0.25,0.24,0.02,0.11,0.01,0.0,0.0,-0.01,9.7815332,68.8922199956607,1521.2363,16,5.270840644836426,0.8559904098510742,1.934584617614746,0.6598926186561584,12.12073802947998,1.1577354669570925,5.33721399307251,0.954695463180542,0.1894420236349105,338.0502624511719,0.2829999923706054,505.0,True
05BL013,1.7050000429153442,0.0567,0.7288,1.433,5.707,8.956616,-3.9365923,513.7269,2.0567992,28.136036,283.12302,43200.184,ERK,511.4,-114.53815815237,50.7438447211048,-1512.07,10.8306,0.6,0.08,0.07,0.01,0.23,0.0,0.0,0.0,0.01,0.59,0.08,0.08,0.01,0.23,0.0,0.0,0.0,0.01,0.49,0.32,0.14,0.01,0.04,0.0,0.0,0.0,0.0,8.7748833,76.343199524156,1492.5903,0,8.06084156036377,0.3944123685359955,1.1612398624420166,0.1494882702827453,20.254323959350582,1.9766706228256223,9.673235893249512,1.7171289920806885,0.0001971544552361,451.4837341308594,9.999999747378752e-05,229.0,True
05BL014,1.9579999446868896,0.0565,0.7032,1.456,5.295,7.206105,-5.0032105,486.42816,1.9578872,71.30116,290.28806,43200.184,ERK,591.1,-114.628934061948,50.6204443786988,-1511.96,13.98911,0.58,0.06,0.22,0.01,0.12,0.01,0.0,0.0,1.11022302462516e-16,0.58,0.06,0.22,0.01,0.12,0.01,0.0,0.0,1.11022302462516e-16,0.52,0.17,0.26,0.01,0.03,0.01,0.0,0.0,0.0,15.116645,59.8382372728384,1765.4391,42,8.323441505432129,1.4750083684921265,3.681267738342285,1.3032572269439695,14.331068992614746,1.0365009307861328,7.680713176727295,0.8471701145172119,0.4120317995548248,851.08203125,0.2440000027418136,504.0,True
05BL020,1.7000000476837158,0.0549,0.7177,1.426,5.537,8.8298235,-3.9247868,514.4116,2.0561934,39.872837,283.72745,43200.184,ERK,1565.2,-114.454037476861,50.6951578078707,-1451.53,8.82141,0.43,0.06,0.14,0.01,0.34,0.02,0.0,0.0,0.0,0.43,0.06,0.14,0.01,0.34,0.01,0.0,0.0,0.01,0.36,0.24,0.24,0.02,0.12,0.02,0.0,0.0,0.0,9.4107246,71.2533397630936,1501.2723,0,4.770012378692627,0.7867446541786194,2.0443365573883057,0.7150733470916748,8.44543170928955,1.2348837852478027,4.621617317199707,0.9908199310302734,0.0543026886880397,204.43365478515625,0.0850000008940696,320.0,False
05BL022,2.157999992370605,0.0533,0.6778,1.406,4.735,5.0017333,-5.529139,472.25308,1.8084433,81.17183,292.54352,43200.18,ERK,166.3,-114.652641169217,50.2292058773877,-1538.27,17.46477,0.85,0.04,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.04,0.12,0.0,0.0,0.0,0.0,0.0,0.01,0.82,0.06,0.12,0.0,0.0,0.0,0.0,0.0,1.11022302462516e-16,14.82273,53.7705288276148,2012.2468,43,11.44494342803955,1.496293544769287,3.354236364364624,1.210224151611328,26.780452728271484,1.2613825798034668,12.56239891052246,1.0354478359222412,0.0006043668836355,1964.1923828125,9.999999747378752e-05,325.0,True
05CA001,2.0859999656677246,0.0433,0.6267,1.35,4.213,4.9816136,-6.8324523,428.77054,1.824442,111.55962,292.07806,43200.188,ERK,2501.5,-115.530669280171,51.62132832459,-1446.62,15.37271,0.53,0.06,0.37,0.01,0.01,0.0,0.0,0.01,0.0099999999999998,0.52,0.06,0.38,0.01,0.01,0.0,0.0,0.01,0.0099999999999998,0.5,0.1,0.37,0.01,0.01,0.0,0.0,0.01,0.0,15.488179,67.3379880640256,1979.9865,0,8.68825626373291,1.5975061655044556,3.5763051509857178,1.2743287086486816,11.628156661987305,1.004486918449402,7.662464141845703,0.873345136642456,1.1807228326797483,232.1285095214844,2.940000057220459,578.0,False
05CA002,1.8550000190734863,0.0494,0.6832,1.381,5.056,7.9645596,-5.147868,478.20212,1.9745661,37.732292,275.87222,43200.19,ERK,817.8,-115.137914312044,51.8571451520908,-1225.9,5.77801,0.69,0.1,0.16,0.01,0.03,0.0,0.01,0.0,0.0,0.66,0.1,0.18,0.01,0.04,0.0,0.01,0.0,0.0,0.55,0.23,0.17,0.02,0.02,0.0,0.01,0.0,0.0,6.876266,65.1074341369081,1439.1108,0,4.926094055175781,0.8494093418121338,1.6800673007965088,0.5188338756561279,11.998786926269531,1.1024391651153564,4.723648071289063,0.9367542266845704,0.3201867341995239,508.8899230957031,0.2630000114440918,418.0,True
05CA003,1.815000057220459,0.0583,0.7152,1.451,5.485,7.598558,-5.4118752,466.0406,1.962617,36.973854,286.9373,43200.188,ERK,5.8,-115.140085663421,51.6723491833578,-1052.0,0.0,0.86,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.12,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.48,0.13,0.0,0.0,0.0,0.0,0.0,0.01,9.9234686,150.757882006075,1545.3458,0,3.5290091037750244,-0.1108519285917282,1.2867647409439087,0.2521311044692993,8.3494291305542,1.944572687149048,3.732645988464356,1.592811942100525,0.0183823518455028,135.2941131591797,9.999999747378752e-05,0.7360000014305115,False
05CA009,2.132999897003174,0.0446,0.6263,1.364,4.211,4.5762005,-7.069875,422.3749,1.8033592,121.623604,294.04855,43200.188,ERK,2240.6,-115.588782689165,51.6115294110523,-1491.4,17.11505,0.53,0.05,0.38,0.01,0.01,0.0,0.0,0.01,0.0099999999999998,0.52,0.06,0.39,0.01,0.01,0.0,0.0,0.01,0.0,0.5,0.08,0.39,0.01,0.01,0.0,0.0,0.01,0.0,16.640757,70.0508856246367,2047.1592,43,9.459696769714355,1.7554675340652466,4.720125675201416,1.5518354177474976,13.198833465576172,0.9468008279800416,7.660299777984619,0.821769118309021,0.8905897736549377,592.2421875,2.0,1330.0,True
05CB001,1.4249999523162842,0.0515,0.7222,1.419,5.544,9.582548,-3.6409261,515.7123,2.073914,14.14411,270.75455,43200.188,ERK,2564.8,-114.479943159133,51.61549234865,-1088.49,0.88043,0.21,0.05,0.15,0.01,0.56,0.01,0.01,0.0,0.0,0.21,0.05,0.15,0.01,0.56,0.01,0.01,0.0,0.0,0.18,0.17,0.15,0.03,0.45,0.02,0.01,0.0,-0.01,2.9370131,38.3355434570202,1185.7908,43,1.8438386917114256,-0.3930880725383758,0.7563009262084961,-0.2793159186840057,3.863423347473145,1.5506861209869385,1.861389398574829,1.1736027002334597,3.878465940942988e-05,114.4147491455078,9.999999747378752e-05,295.0,True
05CB002,1.6419999599456787,0.0575,0.7228,1.465,5.605,8.624513,-4.5075817,492.45367,2.015696,22.28508,277.04462,43200.184,ERK,455.2,-114.861108106655,51.4581399366401,-1199.91,4.96082,0.62,0.08,0.27,0.01,0.02,0.0,0.0,0.0,0.0,0.62,0.08,0.27,0.01,0.02,0.0,0.0,0.0,0.0,0.6,0.32,0.07,0.0,0.01,0.0,0.0,0.0,0.0,7.2342739,74.9747358622591,1427.0857,1,1.6253870725631714,-0.3767435848712921,0.5450676679611206,-0.6068453192710876,3.0287892818450928,1.2970106601715088,1.6291935443878174,1.0693734884262085,0.0066471667960286,773.2870483398438,0.003000000026077,349.0,True
05CB004,1.5540000200271606,0.0517,0.7125,1.4,5.34,9.396521,-4.3054504,506.7613,2.0670114,19.808353,266.85483,43200.19,ERK,660.6,-114.742441260219,52.0732688576272,-1232.22,0.0,0.33,0.08,0.14,0.02,0.42,0.01,0.0,0.0,0.0,0.32,0.08,0.14,0.02,0.42,0.01,0.0,0.0,0.01,0.2,0.19,0.18,0.05,0.36,0.01,0.0,0.0,0.0099999999999998,1.3828063,31.6569596975302,1099.3977,43,3.503079891204834,1.03321635723114,2.575171947479248,0.9459162950515748,3.714656829833984,0.5836916565895081,1.858059287071228,0.4373194277286529,0.1752978563308715,118.05457305908205,0.1129999980330467,76.0999984741211,True
05CC001,1.5080000162124634,0.0514,0.7148,1.352,5.342,9.258084,-3.301552,545.6938,2.008431,17.418007,257.33063,43200.19,ERK,1798.2,-114.198509311595,52.6346293653573,-1081.7,1.0497,0.15,0.05,0.08,0.01,0.64,0.02,0.05,0.0,0.0,0.15,0.05,0.08,0.01,0.64,0.01,0.05,0.0,0.0099999999999998,0.09,0.09,0.13,0.04,0.57,0.02,0.05,0.0,0.01,1.5586299,29.1505865007417,939.66498,43,1.534425973892212,-0.8567606806755066,0.3340895473957062,-1.096346139907837,4.948005676269531,1.3978017568588257,1.9155369997024536,1.089610934257507,5.56815903109964e-05,185.41970825195312,9.999999747378752e-05,333.0,True
05CC007,1.5360000133514404,0.0501,0.7083,1.384,5.223,9.343411,-3.7421584,528.27924,2.0312047,17.778294,260.17694,43200.19,ERK,1867.1,-114.603650450705,52.5095729759855,-1189.43,0.0,0.25,0.08,0.09,0.02,0.55,0.01,0.01,0.0,-0.01,0.25,0.08,0.09,0.02,0.55,0.01,0.01,0.0,-0.01,0.15,0.14,0.16,0.06,0.47,0.01,0.01,0.0,0.0,1.5029976,20.6402043644627,988.98718,43,2.165769338607788,-0.4406706094741821,0.488540768623352,-0.7163323760032654,5.645698547363281,1.416791558265686,2.603231430053711,1.1425039768218994,5.219452577875927e-05,116.393798828125,9.999999747378752e-05,223.0,True
05CJ009,1.2369999885559082,0.0468,0.7226,1.406,5.65,9.812763,-3.298276,518.0744,2.1276278,18.115263,270.22025,43200.188,ERK,41105.9,-113.328795982193,51.6672185575008,-1140.73,1.24627,0.11,0.04,0.28,0.01,0.51,0.02,0.02,0.0,0.0099999999999998,0.11,0.04,0.28,0.01,0.51,0.01,0.02,0.0,0.02,0.09,0.08,0.33,0.03,0.43,0.02,0.03,0.0,-0.01,2.4927282,26.0425644247223,983.46826,0,1.785285472869873,0.2233796566724777,1.497560977935791,0.4038378000259399,1.7088429927825928,0.8763673305511475,1.066483974456787,0.716078519821167,0.1629268229007721,15.95121955871582,6.679999828338623,654.0,False
05DA007,2.711999893188477,0.0397,0.5917,1.3,3.727,2.7483516,-7.470648,406.61282,1.7201043,299.6662,299.74,43200.188,ERK,248.2,-116.581804710462,51.7835309563514,-1519.29,18.94476,0.31,0.02,0.38,0.01,0.01,0.03,0.05,0.19,0.0,0.31,0.02,0.44,0.01,0.01,0.03,0.05,0.13,0.0,0.31,0.02,0.5,0.01,0.01,0.02,0.04,0.09,-2.2204460492503086e-16,22.502748,316.711325814943,2264.8147,43,25.95664978027344,2.4427638053894043,8.950024604797363,2.191656351089477,31.15390014648437,1.3279848098754885,25.55067253112793,1.189839482307434,1.0280433893203735,236.24839782714844,0.2549999952316284,58.59999847412109,True
05DA009,2.5899999141693115,0.0356,0.5742,1.269,3.59,3.3787878,-7.2424483,413.6435,1.742184,267.16806,293.13986,43200.19,ERK,1920.9,-116.858354073206,51.9616424112665,-1456.96,16.38565,0.35,0.03,0.33,0.01,0.01,0.02,0.04,0.21,0.0,0.31,0.03,0.41,0.01,0.01,0.03,0.04,0.16,0.0,0.31,0.03,0.47,0.01,0.01,0.02,0.03,0.12,0.0,21.740829,60.733551128814,2197.325,43,27.98542213439941,2.4492506980896,7.591461181640625,2.027024030685425,34.74620819091797,1.3721247911453247,28.68136215209961,1.2439395189285278,1.377902269363403,196.02609252929688,2.650000095367432,377.0,True
05DA010,2.7309999465942383,0.0413,0.605,1.355,3.835,2.1340587,-8.025075,391.6424,1.7077928,322.08582,311.71774,43200.188,ERK,19.9,-116.520023389264,51.798459034508,-1520.0,19.0,0.12,0.02,0.65,0.01,0.01,0.04,0.04,0.11,-2.2204460492503086e-16,0.1,0.02,0.76,0.01,0.01,0.03,0.03,0.04,0.0,0.12,0.02,0.81,0.01,0.01,0.01,0.01,0.01,0.0,26.82617,253.63623185184,2435.7014,43,20.67203712463379,2.099144697189331,6.181880474090576,1.821622490882873,31.53682518005371,1.382318139076233,21.24863624572754,1.1952890157699585,0.0951058566570282,467.4452819824219,0.0020000000949949,9.829999923706056,True
05DB001,1.9529999494552608,0.0403,0.6258,1.339,4.182,6.924818,-5.748163,462.94333,1.9164681,70.14738,277.43936,43200.19,ERK,3225.2,-115.466703745699,52.0309632718759,-1292.21,8.32446,0.63,0.06,0.22,0.01,0.07,0.0,0.01,0.0,0.0,0.62,0.07,0.23,0.01,0.07,0.0,0.01,0.0,-0.01,0.55,0.13,0.23,0.02,0.06,0.01,0.01,0.0,-0.01,10.25324,45.2668340108375,1593.6919,0,7.527737140655518,1.6599862575531006,5.093167781829834,1.627900004386902,8.054890632629395,0.8224374651908875,5.071001529693604,0.6879152655601501,0.5807453393936157,137.26707458496094,1.870000004768372,442.0,False
05DB002,1.805999994277954,0.0481,0.6839,1.391,4.923,8.7346945,-4.8225174,493.49664,2.015776,28.080074,267.89227,43200.19,ERK,851.8,-115.247020602406,52.2024526556042,-1055.03,0.0,0.74,0.09,0.1,0.01,0.06,0.0,0.0,0.0,0.0,0.71,0.09,0.11,0.01,0.06,0.0,0.0,0.0,0.02,0.63,0.19,0.11,0.02,0.05,0.0,0.0,0.0,0.0,4.4571629,50.1616558942112,1260.8267,43,5.296872138977051,1.3145453929901123,3.352837085723877,1.2098069190979004,6.835673809051514,0.7596043348312378,3.616885900497437,0.6038360595703125,0.3021107614040375,216.80889892578125,0.2549999952316284,183.0,True
05DB006,2.0280001163482666,0.0405,0.6143,1.34,4.088,6.1624923,-6.1485415,449.96103,1.8741534,87.36566,281.51108,43200.19,ERK,2256.9,-115.579564103078,51.9530059766895,-1385.1,11.89586,0.61,0.05,0.26,0.01,0.05,0.0,0.01,0.01,0.0,0.6,0.05,0.28,0.01,0.05,0.0,0.01,0.0,0.0,0.55,0.1,0.28,0.02,0.04,0.0,0.01,0.0,0.0,12.914591,44.0366587278368,1749.3617,43,7.845810413360596,1.6959346532821655,4.971683502197266,1.6037585735321045,8.832956314086914,0.818082332611084,5.410711288452148,0.6757867336273193,0.3462422490119934,327.5984191894531,0.7799999713897705,738.0,True
05DC006,1.9839999675750728,0.0446,0.6552,1.382,4.474,5.9751773,-6.3220625,442.29965,1.8467207,64.216225,279.36072,43200.19,ERK,1850.7,-115.934578316223,52.1462161747875,-1258.22,7.99961,0.76,0.04,0.18,0.01,0.01,0.0,0.0,0.0,0.0,0.74,0.05,0.2,0.01,0.01,0.0,0.0,0.0,-0.01,0.7,0.06,0.22,0.01,0.01,0.0,0.0,0.0,0.0,13.468536,44.985737498099,1815.2372,43,8.123337745666504,1.5775786638259888,4.305155754089356,1.459813356399536,12.236716270446776,0.942035973072052,6.67990255355835,0.7798650860786438,0.4720565378665924,434.2920227050781,0.875,805.0,True
05DC007,2.3359999656677246,0.0363,0.5771,1.267,3.58,3.8816886,-7.2422247,413.81488,1.762606,199.12386,289.6394,43200.19,ERK,3901.6,-116.692740103139,52.0274005504005,-1431.62,15.33181,0.38,0.03,0.39,0.01,0.01,0.02,0.04,0.12,0.0,0.36,0.03,0.44,0.01,0.01,0.02,0.04,0.09,-2.2204460492503086e-16,0.35,0.03,0.49,0.01,0.01,0.01,0.03,0.06,0.01,21.577415,48.2592139946336,2160.6836,0,19.714643478393555,2.3335976600646973,7.275064468383789,1.984452724456787,24.586227416992188,1.1039098501205444,18.84398078918457,0.9494389891624452,1.8920308351516724,138.3033447265625,7.360000133514404,538.0,False
05DC012,1.6019999980926514,0.0496,0.6996,1.38,5.142,9.228308,-4.2461796,507.0426,2.0288997,19.886387,262.03857,43200.195,ERK,1342.0,-115.467896265273,52.5944988982724,-1062.09,0.0,0.84,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.01,0.81,0.11,0.06,0.01,0.0,0.0,0.0,0.0,0.01,0.7,0.16,0.1,0.03,0.01,0.0,0.0,0.0,0.0,2.4890592,52.2904862003967,1106.6313,35,4.945629596710205,0.8282692432403564,1.982988238334656,0.6846049427986145,8.963666915893555,1.193883180618286,4.761153697967529,0.9894490838050842,0.1039769127964973,181.21690368652344,0.1400000005960464,244.0,True
05DD009,1.63100004196167,0.0493,0.6987,1.368,5.135,8.681325,-4.6359377,490.7514,1.9901321,23.056705,262.98288,43200.195,ERK,868.1,-115.931162809828,52.6794886307467,-1053.17,0.0,0.87,0.07,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.81,0.08,0.09,0.01,0.0,0.0,0.0,0.0,0.01,0.68,0.14,0.15,0.02,0.0,0.0,0.0,0.0,0.0099999999999998,4.6681685,26.3840656379341,1248.6973,43,5.857044696807861,1.1260052919387815,2.672156810760498,0.9828859567642212,12.088738441467283,1.0368565320968628,5.234670639038086,0.8526012301445007,0.1907052099704742,566.4058837890625,0.1669999957084655,496.0,True
07AA001,2.0190000534057617,0.045,0.6409,1.426,4.201,5.233899,-7.842337,396.1688,1.8691291,130.13045,287.64926,43200.195,ERK,652.1,-118.380810700166,52.8868650213341,-1366.86,12.78064,0.62,0.07,0.24,0.01,0.01,0.01,0.01,0.03,0.0,0.62,0.07,0.26,0.01,0.01,0.01,0.01,0.02,-0.01,0.57,0.07,0.32,0.01,0.01,0.01,0.01,0.01,-0.01,17.008642,177.339011220068,1907.0707,44,16.63299560546875,1.9085615873336792,5.703861236572266,1.7411423921585083,23.717491149902344,1.3631671667099,17.003190994262695,1.188241481781006,0.5091312527656555,224.33596801757807,0.3199999928474426,141.0,True
07AA002,2.13700008392334,0.0363,0.5882,1.334,3.702,4.630383,-7.9218674,395.61224,1.8378586,174.97482,287.6747,43200.19,ERK,3870.9,-117.857666410212,52.5517755101667,-1387.33,13.64447,0.45,0.04,0.3,0.01,0.01,0.02,0.03,0.14,0.0,0.45,0.04,0.33,0.01,0.01,0.02,0.03,0.1,0.0099999999999998,0.42,0.04,0.41,0.01,0.01,0.01,0.03,0.07,0.0,20.409805,248.409412240031,2040.6384,44,22.52239227294922,2.394015073776245,7.978930473327637,2.0768043994903564,26.193653106689453,1.2279523611068726,21.37976455688477,1.111623764038086,1.6784157752990725,170.16554260253906,6.5,659.0,True
07AD001,2.015000104904175,0.0369,0.6109,1.406,3.932,5.3005567,-7.8282886,398.4909,1.8617723,133.07361,281.9225,43200.195,ERK,9528.5,-117.970510641678,52.8568838094049,-1402.95,14.25259,0.49,0.05,0.34,0.01,0.01,0.01,0.02,0.07,-2.2204460492503086e-16,0.49,0.05,0.36,0.01,0.01,0.01,0.02,0.05,0.0,0.46,0.05,0.4,0.01,0.01,0.01,0.02,0.04,0.0,19.787039,358.122503157043,1948.2794,0,18.75062370300293,2.3030214309692383,7.15634822845459,1.967999815940857,20.794347763061523,1.1385656595230105,16.9240665435791,1.0294820070266724,1.2801679372787476,196.2224578857422,12.199999809265137,1870.0,False
07AD002,2.003000020980835,0.0366,0.6132,1.41,3.934,5.4003267,-7.7379503,400.90634,1.8653921,129.94145,281.15933,43200.195,ERK,9815.6,-117.961018230784,52.8703036468851,-1393.03,13.84964,0.5,0.05,0.33,0.01,0.01,0.01,0.02,0.07,-2.2204460492503086e-16,0.5,0.05,0.35,0.01,0.01,0.01,0.02,0.05,0.0,0.47,0.05,0.39,0.01,0.01,0.01,0.02,0.03,0.0099999999999998,19.403519,350.523471585164,1927.7861,43,17.992496490478516,2.3356611728668213,7.798439979553223,2.0539236068725586,19.2656364440918,1.0562254190444946,15.533411026000977,0.9481053352355956,1.1060163974761963,146.44476318359375,10.800000190734863,1430.0,True
07AD004,1.6579999923706057,0.0521,0.7027,1.467,5.137,8.378086,-5.088781,472.7075,1.9682615,29.2048,258.27145,43200.2,ERK,3.6,-117.519687117611,53.3707947031934,-1052.0,0.0,0.9,0.05,0.04,0.01,0.01,0.0,0.0,0.0,-0.01,0.9,0.05,0.04,0.01,0.01,0.0,0.0,0.0,-0.01,0.88,0.07,0.04,0.01,0.01,0.0,0.0,0.0,-0.01,7.0767512,308.827650241721,1329.626,0,,,,,,,,,0.0319488793611526,166.77316284179688,9.999999747378752e-05,0.5220000147819519,False
07AE001,1.837000012397766,0.0371,0.6251,1.49,4.101,6.701278,-6.453663,439.22684,1.8975477,82.878815,268.98712,43200.2,ERK,19617.5,-117.747425807924,53.3418102318584,-1272.09,8.55611,0.66,0.06,0.2,0.01,0.01,0.01,0.01,0.03,0.01,0.65,0.07,0.22,0.01,0.01,0.01,0.01,0.02,0.0,0.6,0.07,0.26,0.02,0.01,0.01,0.01,0.02,0.0,12.565707,31.5599220166909,1596.0618,0,12.936408996582031,2.045872926712036,7.061827659606934,1.9546973705291748,13.203605651855469,1.0342727899551392,10.47702980041504,0.924632966518402,0.9840669631958008,108.60427856445312,19.299999237060547,2130.0,True
07AF002,1.712000012397766,0.0483,0.6897,1.489,5.019,7.890129,-5.634813,458.6556,1.9586676,40.313744,265.17624,43200.2,ERK,2564.1,-117.225983490235,53.2357172197276,-1197.99,4.7096,0.79,0.09,0.1,0.01,0.01,0.0,0.01,0.0,-0.01,0.76,0.09,0.12,0.01,0.01,0.0,0.01,0.0,0.0,0.7,0.11,0.15,0.02,0.01,0.01,0.01,0.0,-0.01,7.1871834,44.4113504966305,1414.8646,43,7.635534763336182,1.315768480300903,3.4803125858306885,1.2471219301223757,12.15967082977295,1.1819541454315186,7.039287090301514,1.0101374387741089,0.1877768188714981,441.1388854980469,0.481000006198883,1130.0,True
07AF003,1.7070000171661377,0.0503,0.6996,1.513,5.121,7.8940616,-5.677674,453.8657,1.9581174,35.980946,264.30817,43200.2,ERK,27.2,-117.302297615942,53.1117799457724,-1052.0,0.0,0.92,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.92,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.94,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,8.1310387,12.5743616894876,1455.7373,0,,,,,,,,,0.0385936498641967,598.2015380859375,0.0010000000474974,15.5,True
07AF004,1.715000033378601,0.0505,0.7001,1.51,5.169,7.839792,-5.7234592,452.8257,1.9545885,36.502617,263.98676,43200.2,ERK,14.8,-117.26073143128,53.1125875027959,-1052.0,0.0,0.86,0.13,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.13,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.83,0.12,0.05,0.0,0.0,0.0,0.0,0.0,0.0,9.2992659,346.683426496869,1466.3699,0,,,,,,,,,0.0071428567171096,625.7142944335938,9.999999747378752e-05,8.760000228881836,False
07AF005,1.7139999866485596,0.0502,0.7007,1.503,5.172,7.875353,-5.6664667,454.6373,1.9548836,35.90949,264.583,43200.2,ERK,16.1,-117.217870496492,53.118220183229,-1052.0,0.0,0.91,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.08,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.14,0.23,0.0,0.0,0.0,0.0,0.0,0.01,8.2158146,343.961336563776,1447.3716,0,,,,,,,,,0.0584795325994491,409.3567199707031,0.0010000000474974,7.0,False
07AG001,1.618000030517578,0.0472,0.682,1.504,4.976,8.630444,-4.7736745,486.29364,1.9873165,29.740639,260.0733,43200.2,ERK,6298.6,-116.83311390392,53.3057436223893,-1216.01,1.91723,0.82,0.08,0.07,0.01,0.01,0.0,0.01,0.0,0.0,0.79,0.09,0.09,0.01,0.01,0.0,0.01,0.0,0.0,0.69,0.12,0.14,0.03,0.01,0.01,0.01,0.0,-0.01,4.3513231,29.361968764244,1205.1271,4,6.532276153564453,1.1393108367919922,2.7892234325408936,1.0257632732391355,10.863147735595703,1.1910276412963867,6.084429740905762,1.018811821937561,0.2694136202335357,270.9984130859375,1.7000000476837158,1710.0,False
